x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.3546689132730545,-0.3816348916078202,-0.06068538529229201,0.8521829516791629,-0.5683297047643278,-0.12139457944020912,1.239885063584328,-0.6765712953094597,-0.17540896611947407,1.4882378143191486,-0.8293245105154619,-0.20567191260548404,1.0986286792763127,-0.06250769677708759,-0.12648243716549,1.4228591901806915,0.15153686817031434,-0.19540539205879742,1.3083538478482002,0.06406462098276797,-0.2275244725093621,1.1541007228894553,-0.03518627803408892,-0.23952913555218927,0.9471848224640496,0.28381179241443033,-0.14930431534371494,1.2985780173717816,0.4141709845922191,-0.18103975297208075,1.1975518903375886,0.3023323162143407,-0.17012520104406575,1.0220770802668409,0.23623514740220003,-0.16481163691777123,0.783769440082497,0.5594544936300375,-0.17230912456836914,1.1278088156327009,0.6511379142396606,-0.17958990504423172,1.0523649923483327,0.5515186856001592,-0.10855638483567065,0.8969509091401553,0.491560847014639,-0.06701754571424798,0.6218111195246975,0.7793163906818679,-0.19965611853185566,0.9571557329423732,0.8573123945387784,-0.17666119394122656,0.8980012059361263,0.773248241432133,-0.08503840924737416,0.7582764318811633,0.7348643931525324,-0.017691012038351696,a
0.0,0.0,0.0,-0.459349886579609,-0.17838554847573468,-0.055501165990926984,-1.1215053446453125,-0.14641926507153427,-0.16017586042881177,-1.5742575160118246,-0.21227746053848992,-0.24486359251310247,-1.878355393298854,-0.40969381479720113,-0.3605327718552103,-1.13141802323657,-0.056931642190203705,-0.43986994409595476,-1.538041851918555,0.4508915309091998,-0.5812516699399817,-1.7006217047373213,0.7843900704383345,-0.6451024363820359,-1.7701514510170813,1.0014116696675266,-0.6792903273178412,-0.8496766522917529,0.19323040770520272,-0.4906236807252182,-1.3085976167431614,0.8311247812961938,-0.5941878539546973,-1.4641126869720749,1.0877035683921066,-0.6051397786510414,-1.5090952594129572,1.2124676345800542,-0.6235919775249122,-0.5370794485117918,0.4580542196370114,-0.5205454141265249,-1.0220804606792109,1.0899241869728231,-0.6133812715194784,-1.1016441026734156,1.206765626314517,-0.5605685038207401,-1.0685032281711062,1.1920226290265616,-0.5208861430272784,-0.23846092426169496,0.7205764602939472,-0.5454115246269351,-0.6423597694098424,1.1944246494559636,-0.6337100047042263,-0.6941208937977137,1.2614936033678068,-0.5748016262863385,-0.6431294557584709,1.2181464731390617,-0.5161927587089595,a
0.0,0.0,0.0,-0.26089300290603273,-0.35694708149768883,-0.021238621780046686,-0.6597998964679027,-0.5416971469825097,-0.045942762655998545,-0.9722761011955415,-0.6922631606424741,-0.07429582601679648,-1.1076837536324748,-0.9135468845832518,-0.10476825296186683,-1.0337699820249824,-0.2689587475748973,-0.01961500797105729,-1.0325696166198692,-0.327362184409824,-0.05184104637396444,-0.8507083620408844,-0.33487583847873653,-0.12220814648687361,-0.7270754418777109,-0.3088890897540374,-0.17924817010735353,-0.9993629883514494,-0.018614928457513415,-0.03044834891718145,-0.9554504347830901,-0.1223776404832825,-0.000610298279375965,-0.8008509171060849,-0.15043967713823614,-0.0327280677636682,-0.7013521469129889,-0.12936000736615422,-0.08627765543379913,-0.8966424684055898,0.18125248099295085,-0.03844380310376952,-0.8655886144674179,0.06090195211297052,-0.005979813152200973,-0.745468354954374,0.01896294346270058,-0.00036997977156480943,-0.6445131773387959,0.03474827073089457,-0.02343850384083385,-0.7777060663254867,0.347999844804553,-0.0516188046401794,-0.7841554615353612,0.22559980064475071,-0.015964379943167885,-0.6804906182017576,0.1782549364540808,0.027861962109166367,-0.5938539166127617,0.18757486588631467,0.05172068003780036,a
0.0,0.0,0.0,-0.4806219801014459,-0.09801177339343307,-0.060391361623333105,-0.8305447217385995,-0.10011059600562197,-0.16435399083953223,-1.1088751474098646,-0.20859432083410667,-0.27824897235033474,-1.2445918946164336,-0.45559567246160765,-0.38834192281898083,-0.8438647920212908,0.5860688623417929,-0.10416060192174022,-0.9623609061478914,0.7090133979857692,-0.1856539668856586,-0.8663021551962995,0.5196784631736369,-0.282643068724239,-0.7600530220986315,0.38758980740599935,-0.3553716345776812,-0.5984254850988268,0.7909143691959201,-0.1278334830302836,-0.7557844596713965,0.8351660039379395,-0.15114621584804266,-0.6692153169271218,0.6622558665559501,-0.187838126337552,-0.5392819375976318,0.5591933419814009,-0.2350178804806809,-0.35132848855957777,0.9060395833840823,-0.15289748001415676,-0.5266547097244326,0.9130543211798497,-0.1412462239012479,-0.45670375375625,0.7755635941406263,-0.1252289671072608,-0.3313498994573124,0.6787182221099747,-0.13480781959884774,-0.13490808114175282,0.969674709253076,-0.1893594636350278,-0.32036823062672526,0.9880047066691862,-0.1573277494103243,-0.2730736880094816,0.8641291494574377,-0.09778803368626054,-0.17255671776906661,0.7788493467795816,-0.06120568473475896,a
0.0,0.0,0.0,0.45527138574470966,-0.24617343060701435,-0.08933738472236927,0.8895548686978183,-0.24286634211834798,-0.18224262566149604,1.2318772354018312,-0.2815720937667905,-0.2583828342168721,1.41191245932671,-0.5165626007083847,-0.3152454237529046,0.8877023851952538,0.35584095063215243,-0.19085737037079048,1.343869726416112,0.47314719831107216,-0.22412619577042722,1.1770013121434877,0.2978472146081708,-0.2285330917404203,0.9892745620317063,0.22440661448630564,-0.23374759472086434,0.7424447668381039,0.6458685837154221,-0.1778469588273814,1.1858066822315652,0.6734812447854721,-0.20181143290989934,1.0744857799207843,0.5184787879625674,-0.19518265265730156,0.912037326285858,0.4679502678485533,-0.20047177810441869,0.5989320914129903,0.8355049347613038,-0.15532711577493866,1.0030075792661401,0.8206122933024983,-0.1538201306489999,0.9187012785674212,0.705226227858795,-0.11019875728697445,0.7667640519219545,0.6595577641309459,-0.09797389937898579,0.4915554230795181,0.948602415935009,-0.1378707492239977,0.834709933535601,0.9299734954575672,-0.1336541682119639,0.7548242413093421,0.8240957008189486,-0.07641655657967324,0.6015415698352075,0.779517327050993,-0.03828312307983894,a
0.0,0.0,0.0,0.3814614350521208,-0.3846707809219021,-0.05184258794334996,0.8297815317372182,-0.5384470820232692,-0.12121330969336054,1.1737187983154689,-0.5973837025470572,-0.19226161325423255,1.3810946821365178,-0.7055160192498608,-0.250361619545015,1.0482354129444325,0.010917554111130563,-0.12119557892724117,1.4624222665403006,0.12418213413869737,-0.2025551164533242,1.317815250570259,0.044920411305335965,-0.26029374794242455,1.1168362360073947,-0.025645121323171094,-0.2878289843743558,0.9267776577701827,0.34428381856239315,-0.1501726517516131,1.3240279325956836,0.44602571667760776,-0.18367966511187353,1.2125396202032745,0.33586198773033127,-0.20186455157878427,1.017129730337659,0.2585549553358445,-0.2157867285484697,0.7712938504372442,0.6078280244834062,-0.1794420377434015,1.125646342310007,0.6750969899407765,-0.19036702041934064,1.0394332670438324,0.568620848601398,-0.16292492412215745,0.8617273112528776,0.5037501601226049,-0.15278850161449198,0.608707443033265,0.8125585843668854,-0.21315245309989928,0.9067713832860205,0.8356028502051054,-0.2139990178354198,0.8361143060343755,0.740536160921874,-0.15749049148567623,0.675374574648867,0.6961934277556494,-0.11155792535813933,a
0.0,0.0,0.0,0.3187350902870826,0.04520519423224675,-0.3631746091585745,0.6074016403648509,-0.08528638127636631,-0.6202171099716696,0.7668093596492569,-0.27240203712052524,-0.7834108691588071,0.9402439644138597,-0.4077320225715498,-0.9397688178550345,0.2677293755796452,-0.5525467618351437,-0.8325541876761485,0.6997884041089114,-0.9966230546592465,-1.0744855582767645,0.9356403446599747,-1.2603407415689083,-1.2052599404919675,1.112920408565594,-1.488898164732051,-1.2914428546316536,0.04099455936768207,-0.73718037746502,-0.6744512859968319,0.5551565894962964,-0.9856290040814982,-0.8056673913105717,0.7967418370198103,-0.9773305180739097,-0.7746141275790097,0.9110932229005146,-1.0112967678637361,-0.7806539127278769,-0.10891531943790875,-0.831348756102755,-0.5106418280304788,0.4370903224605716,-0.9678421076928305,-0.5806056476428334,0.5631333937005064,-0.8454982328535187,-0.4726717800606111,0.5728665054952834,-0.737537758924113,-0.4180830131154816,-0.22059072263507845,-0.8682002308978174,-0.37444485094067437,0.12004451871229033,-1.083786698963466,-0.4390485260195561,0.22568523671140917,-1.0851861062223753,-0.3971001315109855,0.2609104045489778,-1.0367720806717722,-0.3664059572409125,a
0.0,0.0,0.0,-0.45574623744568166,-0.20149822228695818,-0.06464325058135444,-0.8983017102292723,-0.2451732591813512,-0.14671571604723793,-1.2177736897895755,-0.39477443683591257,-0.23048760286916595,-1.3651668392282412,-0.6291820359154132,-0.30099986358865793,-0.945689958591655,0.4148233668036756,-0.13856302199196316,-1.3347141636638384,0.6513438423014672,-0.23132958773979398,-1.2603992831570296,0.489607735204115,-0.29037880045173503,-1.1153737130473529,0.3631056513513016,-0.31455821086050645,-0.7461348107825224,0.6493631412572886,-0.14700460848217034,-1.1649537088998054,0.8446307900696699,-0.1759914308071454,-1.1249077060909838,0.687555312085404,-0.17490603401067442,-0.9838300310971276,0.5611966192178274,-0.17569736773428865,-0.5321829186204935,0.7942833087419889,-0.15705085647421704,-0.9271726228312148,0.9448583149968757,-0.1523884334663405,-0.8955735429727324,0.808478895682459,-0.10329589460491163,-0.7646931498524501,0.6976585275430951,-0.07559815904618457,-0.3301441762361163,0.867027762495431,-0.17583530166142453,-0.6306738327929395,0.9333769059485322,-0.15375536622163,-0.617685913914842,0.8238066563566571,-0.0861471875087011,-0.5266969170070198,0.7410916449115125,-0.034613542244009296,a
0.0,0.0,0.0,-0.45695185480509687,-0.182387813001515,-0.09795984467680265,-0.8544369343980085,-0.16130233265826496,-0.22709780138041455,-1.178546922518458,-0.1828489616482774,-0.3411750676967177,-1.3847735368724723,-0.3321474671519522,-0.43552107004104984,-0.8176048066865049,0.49921128713350554,-0.28782262246227625,-1.228992200038915,0.7038125286680312,-0.42158815657649584,-1.1121845788032978,0.5497695682555747,-0.48491241934058515,-0.9279876642628144,0.45996798095712477,-0.5117134874495405,-0.5848591438932623,0.7582463374666266,-0.2881011515473114,-1.0580801246126335,0.9810925715847181,-0.36976948078009786,-0.977461841548635,0.8260842524601086,-0.34891773912205243,-0.7914362520970797,0.7263279090880279,-0.33132881334911485,-0.3758912135315557,0.9500891331073922,-0.2854465455780383,-0.8201650037576648,1.1704057046148055,-0.3061842723435798,-0.7639664597302026,1.0332884915061276,-0.23515203195620948,-0.5838971778989408,0.9358018763631881,-0.19288054569281365,-0.20900942591056648,1.0703695925107897,-0.291040941548135,-0.5473137625023011,1.3068686451386318,-0.27512759429413186,-0.5289087902240748,1.2014686461433266,-0.19586285884453244,-0.3957516617594108,1.1231193083735855,-0.13902167207747665,a
0.0,0.0,0.0,0.7090030772452679,-0.27322922051040516,-0.39219404708260897,1.2918627382339802,-0.8100802452307936,-0.5723176645626085,1.5546107097890052,-1.2928908101309013,-0.6904582364113766,1.5978745325853498,-1.805838831244584,-0.7863327705812087,0.5923177706674553,-1.0124250562312802,-0.67425903710773,0.8526813894635755,-0.14029017123157292,-1.021258344852379,0.8719066564534818,-0.22613104430777275,-1.262536517472033,0.8354028000404359,-0.5059301356043711,-1.4359488544795196,0.06228448090253978,-0.7658883309563649,-0.6399497698597719,0.42819678282987383,0.2936631691860993,-0.8537188614416988,0.4599402812363601,0.03988782364415545,-0.8966537164083217,0.36818064325147837,-0.3318803522832372,-0.9972514716454585,-0.3492943041899445,-0.42089365906682147,-0.6350950280612363,0.004909854344403058,0.48293919245982586,-0.8684644554908316,0.06811227691021154,0.25124756736246834,-0.794304027247561,0.03222329058720477,-0.07586825315858427,-0.7633423491561167,-0.6396861026887287,-0.06448186838105788,-0.6791514375649738,-0.34083808557738354,0.5537405062895725,-0.9019069570109693,-0.2997720296918867,0.3495778349982022,-0.8963319577928617,-0.4076705372400162,0.09550615280687828,-0.889439474668467,a
